pop1,pop2,pop3,pop4,est,se,z,p,n
CoyoteCalifornia,ShibaInu,AndeanFox,FernCave.100bp,0.0200346905879881,0.000601989917829442,33.2807743030414,7.32678229337745e-243,71345
CoyoteCalifornia,ShibaInu,AndeanFox,Castlemaine.99bp,0.0204762921641824,0.000219673435864012,93.212418168113,0,1489149
CoyoteCalifornia,ShibaInu,AndeanFox,Meredith.99bp,0.021315275246767,0.000215426676669736,98.9444556091109,0,1594115
CoyoteCalifornia,SiberianHusky,AndeanFox,FernCave.100bp,0.0211029336246415,0.00057339747492036,36.8033250016885,1.63346815814525e-296,71402
CoyoteCalifornia,SiberianHusky,AndeanFox,Castlemaine.99bp,0.020899441362011,0.000207844168101543,100.553417268848,0,1491246
CoyoteCalifornia,SiberianHusky,AndeanFox,Meredith.99bp,0.0216251845442507,0.00020434870665071,105.82491515943,0,1596049
CoyoteCalifornia,Sloughi,AndeanFox,FernCave.100bp,0.0234963722441662,0.000592930954127943,39.6275014495131,0,71394
CoyoteCalifornia,Sloughi,AndeanFox,Castlemaine.99bp,0.0232842948217094,0.000210778050524609,110.468309028178,0,1491039
CoyoteCalifornia,Sloughi,AndeanFox,Meredith.99bp,0.0241341793977405,0.000204147628711233,118.219249227128,0,1595702
CoyoteCalifornia,SoftCoatedWheatenTerrier,AndeanFox,FernCave.100bp,0.0247534288796423,0.000618722152355445,40.0073422058791,0,71379
CoyoteCalifornia,SoftCoatedWheatenTerrier,AndeanFox,Castlemaine.99bp,0.0244840360310324,0.000219240888265129,111.676413212775,0,1490826
CoyoteCalifornia,SoftCoatedWheatenTerrier,AndeanFox,Meredith.99bp,0.0251686012978176,0.000212533716634228,118.42168713933,0,1595653
CoyoteCalifornia,SpanishGalgo,AndeanFox,FernCave.100bp,0.024513429174408,0.000704917114003243,34.7749099680607,5.82614340366573e-265,55439
CoyoteCalifornia,SpanishGalgo,AndeanFox,Castlemaine.99bp,0.0240124203708317,0.000229489004409849,104.634295802458,0,1123960
CoyoteCalifornia,SpanishGalgo,AndeanFox,Meredith.99bp,0.0249136427466861,0.000220139737820061,113.171947025076,0,1294622
CoyoteCalifornia,SpanishWaterDog,AndeanFox,FernCave.100bp,0.0242192501956323,0.000619932989743384,39.0675292270825,0,70285
CoyoteCalifornia,SpanishWaterDog,AndeanFox,Castlemaine.99bp,0.0243600451752937,0.000222850464773402,109.311170609688,0,1461861
CoyoteCalifornia,SpanishWaterDog,AndeanFox,Meredith.99bp,0.0251629578680647,0.000220890750670681,113.915851123976,0,1573106
CoyoteCalifornia,SpinoneItaliano,AndeanFox,FernCave.100bp,0.0246632051641869,0.000631920789699639,39.0289504099235,0,71260
CoyoteCalifornia,SpinoneItaliano,AndeanFox,Castlemaine.99bp,0.0241662580438165,0.000220784441559487,109.45634517143,0,1486701
CoyoteCalifornia,SpinoneItaliano,AndeanFox,Meredith.99bp,0.0249715720187038,0.000223015882845985,111.972168529132,0,1592621
CoyoteCalifornia,StandardPoodle,AndeanFox,FernCave.100bp,0.0245801006451371,0.00060217533900888,40.8188430392939,0,71406
CoyoteCalifornia,StandardPoodle,AndeanFox,Castlemaine.99bp,0.0241566169606542,0.000211437443315437,114.249475314624,0,1491503
CoyoteCalifornia,StandardPoodle,AndeanFox,Meredith.99bp,0.02495377499669,0.000208751190744189,119.538360033928,0,1596178
CoyoteCalifornia,StandardSchnauzer,AndeanFox,FernCave.100bp,0.0246066529444437,0.000586558220812157,41.950913091582,0,71417
CoyoteCalifornia,StandardSchnauzer,AndeanFox,Castlemaine.99bp,0.0241830608731643,0.000210061084593862,115.123945589067,0,1491533
CoyoteCalifornia,StandardSchnauzer,AndeanFox,Meredith.99bp,0.024894125974038,0.000207259718749173,120.110777551354,0,1596276
CoyoteCalifornia,SwedishLapphund,AndeanFox,FernCave.100bp,0.0240848389630831,0.00066293682416436,36.3305191161198,5.33653499241888e-289,63650
CoyoteCalifornia,SwedishLapphund,AndeanFox,Castlemaine.99bp,0.0234665369986972,0.000220367034302266,106.488418619408,0,1292532
CoyoteCalifornia,SwedishLapphund,AndeanFox,Meredith.99bp,0.0242977850535225,0.00021663555515491,112.159728518007,0,1467891
CoyoteCalifornia,TibetanMastiff,AndeanFox,FernCave.100bp,0.0204735488302331,0.000564685954595946,36.256522167056,7.84312250582464e-288,71339
CoyoteCalifornia,TibetanMastiff,AndeanFox,Castlemaine.99bp,0.0205046514584433,0.000205826703922403,99.6209484371555,0,1489282
