pop1,pop2,pop3,pop4,est,se,z,p,n
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDominicanRepublic_PFZ2B04,0.0769784368040845,0.00236696226013576,32.5220380994453,5.20493887084477e-232,18411
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDominicanRepublic_PFZ2C06,0.0791505966284606,0.00249557769365762,31.7163424042528,9.24888233797382e-221,18409
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDominicanRepublic_PFZ2C07,0.0798062120800507,0.0026260831698261,30.3898265664357,7.48585607475749e-203,18405
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDominicanRepublic_PFZ2C09,0.0785957570157798,0.00291189095620003,26.9913118993803,1.86914577594919e-160,18399
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDominicanRepublic_PFZ2C10,0.0788138970401768,0.00250718324682035,31.4352359924747,6.68057476620554e-217,18402
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDominicanRepublic_PFZ2D06,0.0781877918974693,0.00224980844201069,34.7530885018778,1.24482913788819e-264,18414
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDominicanRepublic_PFZ2E04,0.0796610630542408,0.00236285773076568,33.713863520859,3.62122746436748e-249,18381
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDominicanRepublic_PFZ2F11,0.0818935071991307,0.00248537002720188,32.9502272510019,4.19882925309644e-238,18405
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDominicanRepublic_PFZ2G05,0.0792565816890436,0.00206217493987974,38.4334908529466,0,18397
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDominicanRepublic_PFZ3D03,0.0783892544455924,0.00212600940918703,36.8715463378725,1.32093818600362e-297,18389
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDominicanRepublic_PFZ3E02,0.080453681064928,0.00237549074248762,33.8682359926508,1.95622163232315e-251,18405
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCBoende_DRC84,0.074017716428455,0.00258407149821588,28.6438345376895,1.91313552337487e-180,18401
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCBoende_DRC85,0.0733056144355672,0.00241916396674666,30.3020446084727,1.07740707899842e-201,18399
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCBoende_DRC87,0.0744322503531457,0.00235839125400493,31.5606031131381,1.28275927996596e-218,18406
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCBoende_DRC88,0.0733373190571951,0.0025579917552537,28.6698809355316,9.06131271348303e-181,18399
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCBoende_DRC93,0.0740338098603033,0.00236244816488961,31.3377499496429,1.4288623301568e-215,18397
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCBoende_DRC97,0.0753847408776987,0.00253632448386652,29.7220412282493,3.98617289829798e-194,18389
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCBoende_DRC107,0.0738997987270848,0.0027622293503118,26.7536794939722,1.11887165682057e-157,18383
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCBoende_DRC108,0.0748260491411177,0.002392429868301,31.2761724523428,9.84187040961855e-215,18396
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCBoende_DRC109,0.0729739042126834,0.00233815993647137,31.2099711719515,7.80298717664532e-214,18381
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCBoende_DRC111,0.0750692821822528,0.0025264420558321,29.7134391065732,5.1487605874791e-194,18403
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCBoende_DRC115,0.0709515784132507,0.002015500317987,35.202960664434,1.80148904435662e-271,18394
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCBoende_DRC118,0.0734132376655614,0.00229028877189306,32.0541403191183,1.92225986020169e-225,18397
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCBoende_DRC128,0.0735275467869631,0.00234394685288206,31.3691185858396,5.33853203052695e-216,18399
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCBoende_DRC130,0.0745750245178163,0.00275838135625284,27.0357919686362,5.61173450497087e-161,18354
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCBoende_DRC133,0.0747983211599259,0.00237480607140877,31.496601790122,9.66887145355838e-218,18346
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCKatanga_DRC31,0.0778197258587285,0.00242461886870723,32.0956529964731,5.06969178081623e-226,18409
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCKatanga_DRC32,0.0781139659948938,0.00250266718571657,31.2122868117312,7.25839593384276e-214,18409
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCKatanga_DRC34,0.0770912547528518,0.00205121166721284,37.5832762581749,0,18410
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCKatanga_DRC38,0.0777934680280975,0.0022945267037049,33.9039279440447,5.83041458847807e-252,18412
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCKatanga_DRC42,0.0786757916462983,0.00203167340279837,38.7246254924303,0,18411
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCKatanga_DRC43,0.0788153701289295,0.00261535024245373,30.1356846396927,1.65217017714887e-199,18408
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCKatanga_DRC57,0.0789898001702991,0.00256407770180568,30.8063207736149,2.15639393306434e-208,18399
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCKatanga_DRC58,0.0799099784455433,0.00241846621424487,33.0415938725421,2.0542318667538e-239,18403
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCKatanga_DRC59,0.0764990223767108,0.00243569186590484,31.4075123571889,1.59777844241849e-216,18412
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCKatanga_DRC64,0.0786657249959255,0.00253564291980164,31.0239759634922,2.56081191795566e-211,18407
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCKatanga_DRC66,0.0779569892473118,0.00229069430383391,34.03203522916,7.48534782649589e-254,18414
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCKatanga_DRC70,0.0805493689680771,0.00238066232801852,33.8348568043752,6.06137303334172e-251,18409
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCKinshasa_DRC3,0.0760538896132116,0.00245892050154902,30.9297879151851,4.75133491108332e-210,18408
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCKinshasa_DRC8,0.0762251439747909,0.00216868964786198,35.1480185511736,1.24633050704729e-270,18406
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCKinshasa_DRC10,0.0760190217391305,0.00235421068296248,32.2906621269214,9.45959701461503e-229,18400
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCKinshasa_DRC15,0.0757332971211299,0.00248197135115071,30.513364743722,1.73259048867615e-204,18410
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCKinshasa_DRC20,0.0760696301126689,0.00229145027074281,33.1971551309336,1.18328223500988e-241,18402
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDRCKinshasa_DRC24,0.0764726660145637,0.00248395410881212,30.7866662042056,3.95257015408844e-208,18402
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDEgyptGiza_PFZ3A05,0.0751912063215891,0.00206956833149501,36.331830738477,5.08801480535405e-289,18392
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDEgyptGiza_PFZ3E10,0.0740499102919589,0.00229263954467173,32.2989762887309,7.23021285617483e-229,18393
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDEgyptGiza_PFZ3F10,0.0741309349129576,0.00220390834292499,33.6361242748291,4.97487901903951e-248,18401
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDEgyptKharga_PFZ3F12,0.074552819007231,0.00237166897812004,31.4347489869042,6.78373953957386e-217,18393
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDEgyptLuxor_1664,0.0820763180405166,0.00244189452458536,33.6117376136274,1.13033649469218e-247,15977
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDEgyptLuxor_EG41,0.0746513572974054,0.00223748768568628,33.3639187267788,4.57709059026245e-244,18333
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDEgyptLuxor_EG43,0.0740056174685151,0.00246566497706916,30.0144659378999,6.35465650176518e-198,18395
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDEgyptLuxor_PFZ1E06,0.0733032657718851,0.00243949622510469,30.0485260102172,2.28229446879034e-198,18403
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDEgyptLuxor_PFZ1H02,0.0750924214417744,0.00244775013163761,30.6781400892156,1.1140344454408e-206,18394
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDEgyptLuxor_PFZ3A11,0.0741752269145062,0.0024181023890853,30.674973586443,1.2278055469863e-206,18399
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDEgyptLuxor_PFZ3B11,0.0737097621506078,0.00234406501468811,31.4452720759605,4.87123960505416e-217,18401
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDEgyptLuxor_PFZ3B12,0.0739180841620927,0.00216276828130212,34.1775329336666,5.21579216237363e-256,18401
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDEgyptLuxor_PFZ3C11,0.0754895567269895,0.00227568944289994,33.172169850554,2.71331676247766e-241,18401
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDEgyptLuxor_PFZ3E12,0.0735166268202565,0.00243502497183419,30.1913235677743,3.07889016024115e-200,18404
