pop1,pop2,pop3,est,se,z,p,n
CoyoteCalifornia,di0247,Dingo19,0.231023445411907,0.00211201677867805,109.385232041816,0,353502
CoyoteCalifornia,di0247,Dingo20,0.232395884370407,0.0024213519531283,95.9777384159954,0,255125
CoyoteCalifornia,di0247,Dingo21,0.232881868045101,0.00203202319683761,114.605910211817,0,379948
CoyoteCalifornia,di0247,Dingo22,0.230685689000701,0.00215976738544063,106.810432714094,0,359332
CoyoteCalifornia,di0247,Dingo23,0.229285737910961,0.00238989244967578,95.9397724956481,0,302340
CoyoteCalifornia,di0247,Dingo24,0.233569417636045,0.00241506325564112,96.7135817624953,0,293751
CoyoteCalifornia,di0247,Dingo25,0.229478841791891,0.00237948161421695,96.4406870894899,0,282160
CoyoteCalifornia,di0247,Dingo26,0.227075358559765,0.00235522321661261,96.4135190915598,0,286842
CoyoteCalifornia,di0247,Dingo27,0.230137592630878,0.00226897864358804,101.427835507059,0,328724
CoyoteCalifornia,di0247,Dingo28,0.23226143570685,0.00232266750537479,99.9977117557219,0,362177
CoyoteCalifornia,di0247,Dingo29,0.231440590348238,0.00234306531668994,98.7768410464954,0,281461
CoyoteCalifornia,di0247,Dingo30,0.228311614688893,0.00236386733637069,96.5839373369513,0,269891
CoyoteCalifornia,di0247,Dingo31,0.234359970706541,0.00224870574077994,104.219937031537,0,365952
CoyoteCalifornia,di0247,Dingo32,0.232941438991417,0.00228972733873108,101.733265376701,0,358515
