pop1,pop2,pop3,est,se,z,p,n
CoyoteCalifornia,di0678,NewGuineaSingingDog14,0.106708071239498,0.000960242184250803,111.126206481705,0,3864710
CoyoteCalifornia,di0678,NewGuineaSingingDog15,0.107132229843895,0.000964200400847107,111.109920458209,0,3864710
CoyoteCalifornia,di0678,NewGuineaSingingDog16,0.106583805770679,0.000960633900886072,110.951534890001,0,3864710
CoyoteCalifornia,di0678,NewGuineaSingingDog17,0.106553079014984,0.00095554269341758,111.510537152336,0,3864710
CoyoteCalifornia,di0678,Nunderah.983bp,0.116762696388653,0.00122144300975245,95.5940600227572,0,190566
CoyoteCalifornia,di0678,Papua_Indonesia_518bp,0.105891915156497,0.000963882886578159,109.859731541059,0,3687307
CoyoteCalifornia,di0678,TowerHill.460bp,0.115920571329035,0.00238481155939487,48.6078536781537,0,22964
CoyoteCalifornia,di0678,WA0021,0.112643894960942,0.000995721962509075,113.127860188095,0,3488569
CoyoteCalifornia,di0678,WA0164,0.112962812675596,0.00100205465606521,112.731188854678,0,3561079
CoyoteCalifornia,di0678,WA0517,0.11153525761113,0.000946542375415901,117.834404996525,0,3477703
CoyoteCalifornia,di0678,WA0741,0.113332233125048,0.00102454226287539,110.617431053531,0,3447832
CoyoteCalifornia,di0678,WA1142,0.113102837444217,0.00100780701810345,112.226681708429,0,3547453
CoyoteCalifornia,di0678,wdi0817,0.113491833683534,0.00101011637069313,112.35520676262,0,3553683
CoyoteCalifornia,di0678,wdi0828,0.112834673629243,0.000991349709506181,113.819243146245,0,3590625
CoyoteCalifornia,di0678,wdi0964,0.114067675947662,0.00103230794118148,110.497722043202,0,3182992
CoyoteCalifornia,di0794,di0247,0.113340163091833,0.00091742869805224,123.541113693589,0,3429111
CoyoteCalifornia,di0794,di0678,0.114929654082742,0.00101944333244284,112.737658313329,0,2926538
CoyoteCalifornia,di0794,di0794,0.136995805138962,0.000763414409964282,179.451426840858,0,4377499
CoyoteCalifornia,di0794,di1085,0.114043507973067,0.000921918619230705,123.702358965514,0,3967043
CoyoteCalifornia,di0794,di1426,0.115527881836438,0.00113096550621929,102.149783703516,0,2313065
CoyoteCalifornia,di0794,di1436,0.115284081848714,0.00100613241628945,114.581420876861,0,3041465
CoyoteCalifornia,di0794,di1522,0.114594751758305,0.000930907580449917,123.100030727991,0,3934613
CoyoteCalifornia,di0794,Dingo02,0.119933795477547,0.000944846591358433,126.934675506544,0,3743853
CoyoteCalifornia,di0794,Dingo03,0.112324643103473,0.000932415659590184,120.466276974415,0,4156737
CoyoteCalifornia,di0794,Dingo04,0.113886355451648,0.000959031999750973,118.751361248863,0,3968039
CoyoteCalifornia,di0794,Dingo05,0.113340647204731,0.00105639747170593,107.289775146567,0,2743645
CoyoteCalifornia,di0794,Dingo06,0.11400577506508,0.00103890656026126,109.736312605832,0,2897976
CoyoteCalifornia,di0794,Dingo07,0.113848378703958,0.000908826240302214,125.269687048319,0,4119883
CoyoteCalifornia,di0794,Dingo08,0.114593983105059,0.0010814844419844,105.959899797349,0,2801312
CoyoteCalifornia,di0794,Dingo09,0.114246087643071,0.000927426324754193,123.18616001476,0,3760457
CoyoteCalifornia,di0794,Dingo10,0.112548530897804,0.000900972232086307,124.918978509676,0,4136540
CoyoteCalifornia,di0794,Dingo12,0.118203636929067,0.00100312191137765,117.835764116379,0,3485743
CoyoteCalifornia,di0794,Dingo13,0.119713418370189,0.000976622779182222,122.578974115708,0,3590600
CoyoteCalifornia,di0794,Dingo14,0.119270568878051,0.000951613005394828,125.335160618749,0,3619862
CoyoteCalifornia,di0794,Dingo15,0.119725466879182,0.000930546453666462,128.661461668517,0,3684947
CoyoteCalifornia,di0794,Dingo16,0.119570111157264,0.000938310924253618,127.431225691395,0,3615958
CoyoteCalifornia,di0794,Dingo17,0.121423500800973,0.000929088042228919,130.691059708047,0,3672411
CoyoteCalifornia,di0794,Dingo18,0.114793540734037,0.00103823775971172,110.56575400023,0,3115772
CoyoteCalifornia,di0794,Dingo19,0.119041231911925,0.000959460544911654,124.071002755915,0,3533889
CoyoteCalifornia,di0794,Dingo20,0.11718419593268,0.00104365473560483,112.282531698348,0,2856328
CoyoteCalifornia,di0794,Dingo21,0.116677565277296,0.000955801878983859,122.072960770216,0,3716070
CoyoteCalifornia,di0794,Dingo22,0.114097880943893,0.000949559785465959,120.158712163557,0,3441957
CoyoteCalifornia,di0794,Dingo23,0.114304811720847,0.00105593894015061,108.249452098569,0,3001899
CoyoteCalifornia,di0794,Dingo24,0.115608682863298,0.00105741435816671,109.331485779836,0,2940735
CoyoteCalifornia,di0794,Dingo25,0.115090403337969,0.00100085895868522,114.991630278414,0,2737952
CoyoteCalifornia,di0794,Dingo26,0.113919632267763,0.00102845416113389,110.767826678989,0,2754613
CoyoteCalifornia,di0794,Dingo27,0.114833989263194,0.000979093207809638,117.286064643522,0,3094589
CoyoteCalifornia,di0794,Dingo28,0.115287334573317,0.000983193151079746,117.258073295881,0,3451151
CoyoteCalifornia,di0794,Dingo29,0.115941447190199,0.00100668418826715,115.171618409716,0,2864696
CoyoteCalifornia,di0794,Dingo30,0.11299664347428,0.00102903015738838,109.808874563074,0,2660787
CoyoteCalifornia,di0794,Dingo31,0.114578991656689,0.000954802072539417,120.002872796402,0,3428495
CoyoteCalifornia,di0794,Dingo32,0.113943861709342,0.000990803094389486,115.001519832305,0,3375557
CoyoteCalifornia,di0794,Dingo_Alpine_Cooinda,0.116748326166303,0.000993082907151322,117.561510046727,0,3493776
CoyoteCalifornia,di0794,Dingo_Alpine_D01,0.119050404466144,0.000947954105921661,125.586675264617,0,3667056
CoyoteCalifornia,di0794,Dingo_Alpine_D07,0.117139745918599,0.000995440641182321,117.676274277357,0,3484159
CoyoteCalifornia,di0794,Dingo_Ancient_Curracurrang_D10,0.111352775395172,0.00174685177484719,63.7448334189164,0,48966
